option_id,product_id,sku_id,value_id
2,27307100,865,1
2,27307100,878,2
2,27307100,893,3
2,27307100,878,4
2,27307100,871,5
2,27307100,897,6
2,27307100,900,7
2,27307100,872,8
2,27921873,883,1
2,27921873,905,2
2,27921873,879,3
2,27921873,886,4
2,27921873,868,5
2,27921873,898,6
2,27921873,886,7
2,27921873,901,8
2,27921873,879,9
2,27921873,867,10
2,27921873,883,11
2,27921873,873,12
2,27921873,883,13
2,27921873,892,14
2,27921873,905,15
2,27921873,837,16
2,27921873,885,17
2,27921873,905,18
2,27921873,901,19
2,27921873,901,20
2,23371806,866,1
2,23371806,885,2
2,23371806,898,3
2,23371806,872,4
2,23371806,879,5
2,23371806,860,6
2,23371806,890,7
2,23371806,882,8
2,32502418,900,1
2,32502418,897,2
2,32502418,865,3
2,32502418,878,4
2,32502418,871,5
2,32502418,885,6
2,32502418,861,7
2,27144590,880,1
2,27144590,884,2
2,27144590,867,3
2,27144590,902,4
2,27144590,873,5
2,27144590,887,6
2,27144590,880,7
2,32618202,879,1
2,32618202,898,2
2,32618202,886,3
2,32618202,872,4
2,32894329,893,1
2,32894329,911,2
2,32894329,904,3
2,27436204,894,1
2,27436204,873,2
2,27436204,891,3
2,27505276,877,1
2,27505276,914,2
2,27505276,888,3
2,27505276,895,4
2,27505276,888,5
2,27505276,876,6
2,27505276,846,7
2,27505276,914,8
2,27505276,891,9
2,27505276,894,10
2,27505276,907,11
2,27505276,914,12
2,27505276,892,13
2,27505276,892,14
2,27505276,910,15
2,27505276,901,16
2,27505276,892,17
2,27505276,882,18
2,32894330,909,1
2,32894330,891,2
2,32894330,902,3
2,32830699,925,1
2,32830699,915,2
2,32830699,869,3
2,32830697,930,1
2,32830697,912,2
2,32830697,899,3
2,32830697,913,4
2,32830697,918,5
2,32493596,885,1
2,32493596,878,2
2,32493596,897,3
2,32493596,885,4
2,32493596,879,5
2,32493596,874,6
2,32493596,911,7
2,32486678,893,1
2,28089224,896,1
2,28089224,917,2
2,28048432,899,1
2,28048432,888,2
2,27918188,893,1
2,27918188,912,2
2,27918187,898,1
2,27918187,924,2
2,27918187,905,3
2,23372384,885,1
2,23372384,878,2
2,23372384,904,3
2,23372384,885,4
2,23372384,899,5
2,23372384,897,6
2,23372384,866,7
2,23372384,888,8
2,23372384,878,9
2,23372384,891,10
2,23372384,900,11
2,23372384,867,12
2,23372384,864,13
2,23372384,900,14
2,30390115,894,1
2,30390115,905,2
2,30390115,921,3
2,30390115,919,4
2,30390115,928,5
2,30390115,888,6
2,30390115,899,7
2,30390115,909,8
2,30390115,929,9
2,29964651,897,1
2,29964651,917,2
2,29964651,871,3
2,29964651,892,4
2,29964651,851,5
2,29964651,922,6
2,29964651,910,7
2,30247846,922,1
2,30247846,926,2
2,30247846,868,3
2,30648268,927,1
2,30648268,931,2
2,30648268,861,3
2,30648268,926,4
2,30648268,881,5
2,30648268,913,6
2,30648268,917,7
2,30668143,919,1
2,30668143,894,2
2,30668143,853,3
2,30668143,873,4
2,30339735,867,1
2,30339735,847,2
2,30339735,905,3
2,30339735,921,4
2,30339735,888,5
2,30335891,891,1
2,30335891,919,2
2,30335891,845,3
2,30335891,865,4
2,29888034,924,1
2,29888034,858,2
2,29888034,928,3
2,29888034,899,4
2,29888034,878,5
2,29888034,904,6
2,29888034,893,7
2,29888034,923,8
2,30338730,898,1
2,30338730,887,2
2,30338730,904,3
2,30338730,924,4
2,30338730,866,5
2,30338730,846,6
2,30338730,912,7
2,30338730,915,8
2,30338730,892,9
2,30338730,920,10
2,30339736,849,1
2,30339736,869,2
2,24980067,933,1
2,24980067,907,2
2,24980067,914,3
2,24980067,923,4
2,24980067,925,5
2,24559892,902,1
2,24559892,921,2
2,24559892,914,3
2,24559892,902,4
2,24559892,909,5
2,24559892,921,6
2,24559892,918,7
2,23600294,903,1
2,23600294,882,2
2,23600294,895,3
2,30384152,938,1
2,30384152,926,2
2,30384152,926,3
2,30384152,860,4
2,30384152,880,5
2,30340186,907,1
2,30340186,921,2
2,30340186,920,3
2,30340186,875,4
2,30340186,855,5
2,30339941,898,1
2,30339941,926,2
2,30339941,872,3
2,30339941,852,4
2,30276968,853,1
2,30276968,873,2
2,30276968,927,3
2,30276968,924,4
2,30174558,857,1
2,30174558,877,2
2,30174556,927,1
2,30174556,873,2
2,30174556,853,3
2,30174556,912,4
2,30174556,931,5
2,30174547,873,1
2,29897010,869,1
2,29897010,849,2
2,29897010,920,3
2,29896222,899,1
2,29896222,873,2
2,29896120,918,1
2,29896120,867,2
2,29896120,847,3
2,29896118,920,1
2,29896118,874,2
2,29896118,937,3
2,29896118,932,4
2,29896118,854,5
2,29896117,859,1
2,29896117,879,2
2,25145258,914,1
2,25145258,924,2
2,25145258,910,3
2,25145258,936,4
2,25145258,926,5
2,24566485,925,1
2,24566485,899,2
2,24566485,899,3
2,24566485,893,4
2,24566485,906,5
2,24566485,915,6
2,29505173,910,1
2,29505173,906,2
2,29505173,922,3
2,29505173,930,4
2,30442036,914,1
2,30442036,869,2
2,30442036,915,3
2,30442036,915,4
2,30442036,849,5
2,30339737,925,1
2,32493677,867,1
2,32493677,894,2
2,32493677,878,3
2,32482454,897,1
2,32482454,899,2
2,32482454,909,3
2,32482454,884,4
2,32482454,883,5
2,32482454,896,6
2,32482454,883,7
2,32202419,901,1
2,32202419,898,2
2,32202419,885,3
2,32202419,886,4
2,32202419,885,5
2,30339829,894,1
2,30339829,924,2
2,30339829,922,3
2,29857238,890,1
2,29857238,867,2
2,29857238,887,3
2,29857238,873,4
2,32830249,890,1
2,32830249,899,2
2,32830249,886,3
2,32486525,912,1
2,32486525,900,2
2,32486525,886,3
2,32486525,899,4
2,32894320,900,1
2,32894320,873,2
2,32894320,884,3
2,32830701,887,1
2,32830701,876,2
2,30712196,908,1
2,30712196,896,2
2,30712196,905,3
2,30388956,866,1
2,30388956,899,2
2,30388956,911,3
2,30388956,890,4
2,30388956,897,5
2,30388951,907,1
2,30388951,886,2
2,30388951,895,3
2,30388951,868,4
2,30709933,911,1
2,30709933,902,2
2,30709933,899,3
2,30709933,883,4
2,30709933,843,5
2,27914257,901,1
2,27914257,879,2
2,27914257,903,3
2,27914257,895,4
2,27914257,879,5
2,27914257,873,6
2,30386827,894,1
2,30386827,889,2
2,30386827,890,3
2,30386827,895,4
2,30386827,841,5
2,30388955,887,1
2,30388955,904,2
2,30388955,880,3
2,30388955,890,4
2,30339872,896,1
2,30339872,882,2
2,30339872,898,3
2,30339872,906,4
2,29896510,898,1
2,29896510,899,2
2,29896510,878,3
2,29896510,884,4
2,29896510,900,5
2,29896510,891,6
2,29896510,898,7
2,30174538,896,1
2,30174538,897,2
2,30174538,888,3
2,30174538,875,4
2,30174538,895,5
2,30174538,881,6
2,30174552,904,1
2,30174552,902,2
2,29887721,885,1
2,29887721,902,2
2,29887721,892,3
2,29504785,908,1
2,29504785,916,2
2,29504785,912,3
2,29504785,910,4
2,29504791,891,1
2,29504791,900,2
2,29504791,884,3
2,29504791,878,4
2,29504791,898,5
2,29504791,887,6
2,29504791,884,7
2,29504791,903,8
2,29504791,898,9
2,29896511,903,1
2,29896511,924,2
2,29896218,899,1
2,29896218,900,2
2,29896218,892,3
2,29896218,913,4
2,29896218,901,5
2,29844051,894,1
2,29844051,882,2
2,29844051,896,3
2,29844051,898,4
2,29844051,882,5
2,29844053,893,1
2,29844053,898,2
2,29844053,873,3
2,29844053,898,4
2,29844053,895,5
2,29844053,886,6
2,29504787,919,1
2,29504787,907,2
2,29504787,885,3
2,29504787,905,4
2,29504787,891,5
2,29505373,883,1
2,29505373,900,2
2,29505373,876,3
2,29505373,892,4
2,29599354,900,1
2,29599354,893,2
2,29599354,905,3
2,29599354,914,4
2,29599354,890,5
2,29888725,897,1
2,24838179,882,1
2,24838179,889,2
2,24838179,910,3
2,24838179,898,4
2,24838179,896,5
2,24838179,882,6
2,23371857,836,1
2,23371857,881,2
2,23371857,884,3
2,23371857,838,4
2,23371857,824,5
2,23371857,852,6
2,23371857,897,7
2,23371857,873,8
2,23371857,903,9
2,23371857,883,10
2,23371857,903,11
2,23371857,899,12
2,23371857,884,13
2,23371857,898,14
2,23371857,886,15
2,23371857,901,16
2,23371857,889,17
2,23371857,871,18
2,23371857,890,19
2,23371857,915,20
2,23371857,893,21
2,23371858,865,1
2,23371858,904,2
2,23371858,882,3
2,23371858,895,4
2,23371858,889,5
2,23371858,871,6
2,23371858,897,7
2,23371858,850,8
2,23371858,889,9
2,23371858,894,10
2,23371858,882,11
2,23371858,908,12
2,23371858,820,13
2,23371858,886,14
2,23371858,905,15
2,23371858,895,16
2,23371858,903,17
2,23600077,860,1
2,23600077,884,2
2,23600077,835,3
2,23600077,893,4
2,23600077,884,5
2,23600077,899,6
2,23600077,903,7
2,23600077,896,8
2,23600077,836,9
2,23600077,886,10
2,23600077,890,11
2,29770462,881,1
2,29770462,868,2
2,29770462,891,3
2,23371860,836,1
2,23371860,842,2
2,23371860,884,3
2,23371860,889,4
2,23371860,891,5
2,23371860,913,6
2,23371860,890,7
2,23371860,884,8
2,23371860,891,9
2,23371860,877,10
2,29650053,898,1
2,29650053,886,2
2,29650053,902,3
2,24897575,832,1
2,24897575,844,2
2,24897575,828,3
2,24897575,890,4
2,24897575,899,5
2,24897575,897,6
2,24897575,905,7
2,24897575,883,8
2,24897575,902,9
2,24897575,883,10
2,27582799,868,1
2,27582799,897,2
2,27582799,892,3
2,27582799,901,4
2,23371863,883,1
2,23371863,898,2
2,23371863,866,3
2,23371863,905,4
2,23371863,899,5
2,23371863,890,6
2,23371863,887,7
2,23371863,818,8
2,23371863,820,9
2,23371878,904,1
2,23371878,890,2
2,23371878,897,3
2,23371878,903,4
2,23371878,890,5
2,23371878,886,6
2,23371878,906,7
2,23600076,891,1
2,23600076,879,2
2,23600076,886,3
2,23600076,893,4
2,23600076,895,5
2,23600076,883,6
2,24046787,896,1
2,24046787,905,2
2,24046787,889,3
2,24046787,896,4
2,24046787,903,5
2,24046787,889,6
2,24897385,828,1
2,24897385,897,2
2,24897385,883,3
2,24897385,883,4
2,24897385,890,5
2,24897385,905,6
2,24897385,896,7
2,24897574,895,1
2,24897574,879,2
2,24897574,879,3
2,24897574,893,4
2,24897574,892,5
2,24897574,886,6
2,24897574,898,7
2,24897574,886,8
2,24897574,907,9
2,24897574,869,10
2,24897574,907,11
2,24919759,897,1
2,24919759,907,2
2,24919759,891,3
2,24919759,881,4
2,24919759,894,5
2,24919759,882,6
2,25157543,890,1
2,25157543,909,2
2,25157543,889,3
2,25157543,883,4
2,25157543,899,5
2,25198428,897,1
2,25198428,911,2
2,25198428,883,3
2,25198428,907,4
2,25198428,905,5
2,32874740,884,1
2,32874740,898,2
2,32874740,897,3
2,32493676,895,1
2,32493676,877,2
2,32493676,901,3
2,32493676,888,4
2,27393965,866,1
2,27393965,891,2
2,27393965,871,3
2,27393965,890,4
2,27393965,877,5
2,27393965,893,6
2,27144586,905,1
2,27144586,913,2
2,30716570,908,1
2,30716570,913,2
2,23372413,911,1
2,23372413,915,2
2,23372413,890,3
2,23372413,903,4
2,23372413,897,5
2,23372413,893,6
2,23372413,916,7
2,24370220,896,1
2,24370220,916,2
2,24370220,911,3
2,24370220,893,4
2,24370220,903,5
2,30338732,888,1
2,30338732,892,2
2,27918177,914,1
2,27918177,906,2
2,27914260,912,1
2,27914260,917,2
2,27568304,905,1
2,27568304,913,2
2,27436262,917,1
2,27436262,909,2
2,27436205,896,1
2,27436205,905,2
2,27436205,888,3
2,27436205,903,4
2,27436205,895,5
2,27435529,904,1
2,27435529,896,2
2,27393180,895,1
2,27393180,903,2
2,27144588,913,1
2,27144588,910,2
2,27144588,914,3
2,24556139,909,1
2,24556139,901,2
2,23600265,894,1
2,23600265,887,2
2,23600265,890,3
2,23372420,889,1
2,23372420,882,2
2,23372420,907,3
2,23372420,903,4
2,23372420,885,5
2,23372420,908,6
2,23372420,900,7
2,23372419,881,1
2,23372419,922,2
2,23372419,897,3
2,23372417,906,1
2,23372417,893,2
2,23372417,904,3
2,23372414,901,1
2,23372414,893,2
2,23372414,906,3
2,32830110,917,1
2,32830110,936,2
2,28338884,898,1
2,28338884,904,2
2,28338884,913,3
2,23371923,890,1
2,23371923,916,2
2,27445246,895,1
2,27445246,911,2
2,27436167,893,1
2,27436167,914,2
2,27435526,888,1
2,27435526,901,2
2,27195414,889,1
2,27195414,878,2
2,27138438,899,1
2,27138438,883,2
2,27138438,886,3
2,27138438,896,4
2,27138438,901,5
2,23371921,901,1
2,23371921,864,2
2,23371921,875,3
2,23371921,888,4
2,23371921,882,5
2,23371919,867,1
2,23371919,885,2
2,23371919,904,3
2,23371919,878,4
2,23371919,891,5
2,23371918,853,1
2,23371918,891,2
2,23371918,869,3
2,23371918,869,4
2,23371918,885,5
2,32479246,874,1
2,32479246,888,2
2,32502422,903,1
2,32502422,919,2
2,32502422,890,3
2,32894323,885,1
2,32980245,898,1
2,32980245,884,2
2,27436174,873,1
2,27436174,884,2
2,27436174,897,3
2,27436174,885,4
2,23808414,878,1
2,23808414,904,2
2,23600057,880,1
2,23600057,884,2
2,23600057,910,3
2,23600057,873,4
2,23600075,907,1
2,23600075,881,2
2,23600075,893,3
2,23600075,869,4
2,23600075,870,5
2,23600075,890,6
2,27195400,889,1
2,27195400,885,2
2,27195400,898,3
2,27195400,890,4
2,27195400,887,5
2,29752839,912,1
2,29752839,884,2
2,29752839,880,3
2,29752839,875,4
2,27907510,907,1
2,27907510,905,2
2,27907510,878,3
2,27907510,881,4
2,32502423,873,1
2,32502423,897,2
2,32502423,880,3
2,32502423,884,4
2,32493683,877,1
2,32493683,873,2
2,32493683,903,3
2,32493683,866,4
2,32486523,888,1
2,32486523,879,2
2,32486523,904,3
2,32486523,878,4
2,31266214,888,1
2,31266214,903,2
2,31266214,918,3
2,30712005,899,1
2,30712005,884,2
2,30712005,890,3
2,29888724,905,1
2,29888724,875,2
2,29888724,879,3
2,29888724,892,4
2,29655066,880,1
2,29655066,876,2
2,29655066,901,3
2,29655066,883,4
2,26600127,870,1
2,26600127,890,2
2,26600127,901,3
2,26600127,864,4
2,26600127,875,5
2,26600127,871,6
2,25925154,896,1
2,25925154,872,2
2,25925154,889,3
2,25925154,883,4
2,23600059,873,1
2,23600059,884,2
2,23600059,897,3
2,23600059,894,4
2,23372400,891,1
2,23372400,904,2
2,23372400,870,3
2,23372400,882,4
2,23372400,881,5
2,23372400,907,6
2,23372396,903,1
2,23372396,877,2
2,27343782,925,1
2,27343782,911,2
2,27343782,897,3
2,27343782,897,4
2,28261371,878,1
2,28261371,886,2
2,28261371,895,3
2,28435922,912,1
2,28435922,900,2
2,28435922,916,3
2,28435922,896,4
2,27319580,900,1
2,27319580,886,2
2,25958684,894,1
2,25958684,897,2
2,26353462,905,1
2,26353462,892,2
2,26818686,901,1
2,26818686,901,2
2,26818686,888,3
2,26677754,914,1
2,25958703,900,1
2,25958703,903,2
2,25925078,891,1
2,25925078,917,2
2,25925078,898,3
2,25925078,907,4
2,23372467,905,1
2,23372467,895,2
2,23372466,916,1
2,23372466,912,2
2,28711517,899,1
2,28711517,906,2
2,28711517,897,3
2,28779766,913,1
2,28779766,885,2
2,28779766,901,3
2,29000580,888,1
2,29000580,901,2
2,29066309,903,1
2,29066309,889,2
2,29066309,905,3
2,29000581,887,1
2,29000581,903,2
2,29066563,908,1
2,29066563,892,2
2,29066563,920,3
2,29066565,889,1
2,29066565,905,2
2,29066565,889,3
2,29066564,906,1
2,29066564,890,2
2,30338891,891,1
2,30338891,882,2
2,30339733,925,1
2,30339733,854,2
2,28435921,893,1
2,28435921,893,2
2,29225428,892,1
2,29225428,898,2
2,29225428,892,3
2,30342170,920,1
2,30342170,926,2
2,30342174,899,1
2,30342174,902,2
2,30342174,877,3
2,30342174,911,4
2,30574704,889,1
2,30574704,889,2
2,30574704,886,3
2,30574704,903,4
2,30647589,883,1
2,30647589,899,2
2,30647589,883,3
2,30338894,916,1
2,30338894,904,2
2,30338894,888,3
2,30709934,901,1
2,30709934,898,2
2,31043332,905,1
2,31043332,908,2
2,31043332,889,3
2,30340001,904,1
2,30340001,898,2
2,30340001,901,3
2,30340001,879,4
2,30340001,896,5
2,30340000,885,1
2,30340000,890,2
2,30662173,893,1
2,30662173,882,2
2,30662173,913,3
2,30662173,913,4
2,30662173,899,5
2,30711925,883,1
2,30711925,900,2
2,30711925,919,3
2,30711925,913,4
2,30711925,914,5
2,23372428,898,1
2,23372428,891,2
2,23372428,899,3
2,23372428,901,4
2,23372428,893,5
2,23372445,902,1
2,23372445,908,2
2,23372445,908,3
2,25198431,909,1
2,25198431,877,2
2,25198431,904,3
2,25198431,898,4
2,25198431,895,5
2,32492435,910,1
2,32492435,916,2
2,32492435,907,3
2,32492435,907,4
2,32492435,889,5
2,31184382,902,1
2,31184382,893,2
2,31184382,900,3
2,31184382,886,4
2,31184382,886,5
2,31184378,900,1
2,31184378,887,2
2,31184378,896,3
2,31151474,895,1
2,31151474,899,2
2,31151474,886,3
2,31043330,907,1
2,31043330,888,2
2,30716569,895,1
2,30716569,893,2
2,30716569,879,3
2,30712197,904,1
2,30712197,911,2
2,30712197,897,3
2,30712197,913,4
2,30712004,889,1
2,30712004,909,2
2,30712004,911,3
2,30712004,902,4
2,30710025,909,1
2,30710025,907,2
2,30710025,909,3
2,30710025,893,4
2,30663271,891,1
2,30663271,911,2
2,30663271,911,3
2,30663271,897,4
2,30339993,914,1
2,30339993,904,2
2,30338359,892,1
2,30338359,908,2
2,30335734,898,1
2,30335734,884,2
2,30335734,884,3
2,30333067,898,1
2,30333067,882,2
2,29888727,872,1
2,29888727,874,2
2,29655065,897,1
2,29655065,903,2
2,29655065,919,3
2,29161390,918,1
2,29161390,902,2
2,28125042,899,1
2,28125042,881,2
2,28125042,908,3
2,28084157,897,1
2,28084157,910,2
2,27144598,911,1
2,27144598,905,2
2,27144598,918,3
2,27138441,897,1
2,27138441,890,2
2,27138441,900,3
2,24574403,905,1
2,24574403,914,2
2,24574403,908,3
2,32502427,891,1
2,32502427,918,2
2,32502427,909,3
2,32502427,902,4
2,32502427,912,5
2,23371814,834,1
2,23371814,869,2
2,23371814,870,3
2,23371814,885,4
2,23371814,869,5
2,23371814,806,6
2,23371814,858,7
2,23371814,882,8
2,23371814,862,9
2,23371814,875,10
2,23371818,887,1
2,23371818,907,2
2,23371818,874,3
2,23371818,869,4
2,23371818,891,5
2,23371818,863,6
2,23371818,874,7
2,23371818,875,8
2,23371818,881,9
2,23371818,890,10
2,23371818,884,11
2,23371818,887,12
2,23371818,881,13
2,26554096,883,1
2,26554096,886,2
2,26554096,894,3
2,26554096,909,4
2,27195399,909,1
2,27195399,889,2
2,27195399,889,3
2,27497988,879,1
2,27497988,894,2
2,27497988,891,3
2,27497988,867,4
2,27497988,878,5
2,27918171,889,1
2,27918171,886,2
2,27918171,885,3
2,27918171,887,4
2,27918171,873,5
2,28285033,881,1
2,28285033,885,2
2,28285033,879,3
2,28285033,901,4
2,28426578,890,1
2,28426578,874,2
2,32202420,855,1
2,32202420,911,2
2,32202420,895,3
2,32202420,870,4
2,32202421,891,1
2,32202421,875,2
2,32202421,887,3
2,32202421,888,4
2,32202421,889,5
2,32202422,885,1
2,32202422,879,2
2,32202424,887,1
2,32202424,889,2
2,32202424,909,3
2,32202424,899,4
2,32502417,867,1
2,32502417,898,2
2,32502417,845,3
2,32502417,899,4
2,32493680,889,1
2,32493680,905,2
2,32493680,903,3
2,32493680,889,4
2,23466586,918,1
2,23466586,887,2
2,23466586,888,3
2,23466586,893,4
2,23466586,913,5
2,23466583,928,1
2,23466583,893,2
2,23466583,907,3
2,23466583,912,4
2,29274601,903,1
2,29274601,895,2
2,24897387,885,1
2,24897387,892,2
2,24897387,888,3
2,23466584,910,1
2,23466584,905,2
2,23466584,897,3
2,23466584,891,4
2,23466584,903,5
2,23466584,887,6
2,23372432,907,1
2,29897675,912,1
2,29897675,899,2
2,29897675,907,3
2,30716562,897,1
2,30716562,893,2
2,30716562,884,3
2,30711924,913,1
2,30711924,908,2
2,30663274,906,1
2,30663274,911,2
2,30335890,884,1
2,30335890,882,2
2,30335890,887,3
2,29897672,888,1
2,29897672,900,2
2,29897672,863,3
2,29504789,891,1
2,29504789,863,2
2,29504789,868,3
2,29504789,889,4
2,29504789,882,5
2,29504789,894,6
2,32493595,901,1
2,32493595,865,2
2,32493595,888,3
2,32493595,904,4
2,32493595,876,5
2,32493595,875,6
2,27345077,876,1
2,27345077,905,2
2,27345077,902,3
2,27345077,877,4
2,27345077,870,5
2,27345077,898,6
2,27345077,888,7
2,27345077,879,8
2,27144589,882,1
2,27144589,871,2
2,27144589,885,3
2,27144589,900,4
2,27144589,865,5
2,27144589,897,6
2,23371802,884,1
2,23371802,892,2
2,23371802,874,3
2,23371802,887,4
2,23371802,900,5
2,23371802,868,6
2,27915028,874,1
2,27915028,900,2
2,27928929,877,1
2,27928929,877,2
2,27928929,903,3
2,27928929,866,4
2,32479639,896,1
2,32479639,884,2
2,32479639,910,3
2,32479639,885,4
2,32479639,880,5
2,32479639,884,6
2,32479639,919,7
2,32479639,911,8
2,28305071,879,1
2,28305071,905,2
2,28305071,914,3
2,28305071,875,4
2,28305071,880,5
2,28305071,900,6
2,28305071,879,7
2,28305071,901,8
2,28305071,892,9
2,28305071,905,10
2,28305071,885,11
2,28305071,905,12
2,28305071,873,13
2,28305071,883,14
2,28305071,837,15
2,28305071,896,16
2,27915026,892,1
2,27915026,892,2
2,27915026,906,3
2,27915026,908,4
