option_id,product_id,sku_id,value_id
2,27841704,912,1
2,27841704,912,2
2,27841704,886,3
2,27841704,921,4
2,27841704,844,5
2,27841704,887,6
2,27841704,880,7
2,27841704,895,8
2,27841704,892,9
2,27841704,890,10
2,27841704,912,11
2,27841704,899,12
2,23372382,899,1
2,23372382,878,2
2,23372382,874,3
2,23372382,878,4
2,23372382,879,5
2,23372382,904,6
2,23372382,888,7
2,23372382,907,8
2,23372382,900,9
2,30716565,925,1
2,30716565,929,2
2,30716565,916,3
2,30716565,901,4
2,30174549,919,1
2,30174549,929,2
2,30174549,929,3
2,30174549,929,4
2,30174549,925,5
2,30339735,867,1
2,30339735,847,2
2,30339735,905,3
2,30339735,921,4
2,30339735,888,5
2,30335891,891,1
2,30335891,919,2
2,30335891,845,3
2,30335891,865,4
2,31870013,911,1
2,31870013,926,2
2,31870013,930,3
2,31870013,904,4
2,30339736,849,1
2,30339736,869,2
2,30338730,898,1
2,30338730,887,2
2,30338730,904,3
2,30338730,924,4
2,30338730,866,5
2,30338730,846,6
2,30338730,912,7
2,30338730,915,8
2,30338730,892,9
2,30338730,920,10
2,29655064,904,1
2,29655064,920,2
2,29652058,928,1
2,29652058,918,2
2,29652058,916,3
2,29652058,902,4
2,29652058,917,5
2,32493677,867,1
2,32493677,894,2
2,32493677,878,3
2,29505372,895,1
2,29505372,912,2
2,29505372,888,3
2,29505372,904,4
2,30386828,918,1
2,30386828,906,2
2,30386828,897,3
2,30386828,903,4
2,30386828,873,5
2,30386828,904,6
2,30711923,875,1
2,30711923,914,2
2,30711923,893,3
2,30711923,902,4
2,30574100,898,1
2,30574100,896,2
2,30574100,882,3
2,29654817,906,1
2,29654817,914,2
2,29654817,910,3
2,29654817,908,4
2,29907750,895,1
2,29907750,897,2
2,29907750,868,3
2,29907750,891,4
2,29600863,916,1
2,29600863,922,2
2,29600863,892,3
2,29600863,903,4
2,29600863,902,5
2,29600863,855,6
2,30339746,885,1
2,30339746,905,2
2,30339746,891,3
2,30339746,917,4
2,30339746,907,5
2,30339746,906,6
2,27918184,881,1
2,27918184,897,2
2,27918184,905,3
2,27918184,903,4
2,27918184,881,5
2,27918184,875,6
2,30340207,888,1
2,30340207,922,2
2,30340207,897,3
2,30340207,871,4
2,30340207,904,5
2,30340207,836,6
2,30340207,823,7
2,30340207,836,8
2,30340207,856,9
2,24567763,882,1
2,24567763,881,2
2,24567763,895,3
2,24567763,903,4
2,24567763,897,5
2,24567763,916,6
2,30340185,922,1
2,30340185,901,2
2,24567764,886,1
2,24567764,902,2
2,24567764,887,3
2,24567764,914,4
2,24567764,914,5
2,24567764,912,6
2,24567764,886,7
2,29162349,893,1
2,29162349,883,2
2,29162349,883,3
2,29162349,890,4
2,29162349,899,5
2,29504786,897,1
2,29504786,899,2
2,29504786,877,3
2,29504786,883,4
2,29504786,907,5
2,29578558,869,1
2,29578558,886,2
2,29578558,902,3
2,29578558,910,4
2,30174536,900,1
2,30174536,899,2
2,30174536,898,3
2,30174536,878,4
2,30174536,910,5
2,30174536,898,6
2,30174536,884,7
2,29894827,925,1
2,29894827,922,2
2,29894827,898,3
2,29894827,915,4
2,29894827,908,5
2,30335814,893,1
2,30335814,914,2
2,30335814,902,3
2,30335814,901,4
2,30335814,900,5
2,29887720,901,1
2,29887720,891,2
2,29887720,915,3
2,24838175,898,1
2,24838175,889,2
2,24838175,910,3
2,24838175,882,4
2,24838175,896,5
2,24838175,882,6
2,29844050,894,1
2,29844050,898,2
2,29844050,882,3
2,29844050,882,4
2,29844050,896,5
2,29504793,898,1
2,29504793,882,2
2,29504793,889,3
2,29504793,882,4
2,29504793,895,5
2,29504793,865,6
2,29504793,896,7
2,29504793,896,8
2,29504793,868,9
2,29888726,899,1
2,29907782,901,1
2,29907782,922,2
2,29907782,902,3
2,29907782,888,4
2,29907782,926,5
2,23371828,884,1
2,23371828,896,2
2,23371828,891,3
2,23371828,906,4
2,23371828,910,5
2,23371828,867,6
2,23371828,904,7
2,23371828,897,8
2,23371828,884,9
2,23371828,891,10
2,23371828,905,11
2,23371828,897,12
2,23371828,907,13
2,23371828,888,14
2,23371828,852,15
2,23371826,927,1
2,23371826,915,2
2,23371826,909,3
2,23371826,895,4
2,23371826,900,5
2,23371826,850,6
2,23371826,905,7
2,23371826,915,8
2,23371826,902,9
2,23371826,911,10
2,23371826,896,11
2,23371826,896,12
2,23371826,889,13
2,23371826,883,14
2,23371826,901,15
2,23371826,836,16
2,23371826,915,17
2,23371826,913,18
2,23371826,864,19
2,23599817,871,1
2,23599817,895,2
2,23599817,904,3
2,23599817,910,4
2,23599817,846,5
2,23599817,895,6
2,23599817,914,7
2,23599817,907,8
2,23599817,897,9
2,23599817,894,10
2,23371829,890,1
2,23371829,890,2
2,23371829,919,3
2,23371829,897,4
2,23371829,895,5
2,23371829,896,6
2,23371829,883,7
2,23371829,897,8
2,29976893,900,1
2,29976893,897,2
2,29976893,911,3
2,29976893,901,4
2,29976893,925,5
2,30190160,913,1
2,30190160,836,2
2,30190160,887,3
2,30190160,912,4
2,30190160,903,5
2,23371834,888,1
2,23371834,891,2
2,23371834,900,3
2,23371834,884,4
2,23371834,899,5
2,23371834,821,6
2,23371834,832,7
2,23371834,829,8
2,23371834,867,9
2,23371834,906,10
2,24900777,848,1
2,24900777,880,2
2,24900777,887,3
2,24900777,894,4
2,24900777,896,5
2,24900777,880,6
2,24900777,902,7
2,24900777,829,8
2,24900777,898,9
2,27583008,867,1
2,27583008,900,2
2,27583008,891,3
2,27583008,896,4
2,26599930,867,1
2,26599930,896,2
2,26599930,925,3
2,26599930,891,4
2,26599930,912,5
2,26599930,918,6
2,26599930,884,7
2,26599930,879,8
2,26599930,833,9
2,26599930,831,10
2,27136573,913,1
2,27136573,898,2
2,27136573,913,3
2,27136573,892,4
2,27136573,899,5
2,27136573,885,6
2,23599816,881,1
2,23599816,897,2
2,23599816,888,3
2,23599816,895,4
2,23599816,893,5
2,23599816,885,6
2,25198525,891,1
2,25198525,884,2
2,25198525,910,3
2,25198525,900,4
2,25198525,890,5
2,26599991,898,1
2,26599991,900,2
2,26599991,886,3
2,26599991,899,4
2,26599991,900,5
2,25189691,882,1
2,25189691,898,2
2,25189691,882,3
2,25189691,896,4
2,25189691,895,5
2,25189691,889,6
2,25189691,904,7
2,25189691,827,8
2,32522352,916,1
2,32522352,882,2
2,32522352,895,3
2,32522352,896,4
2,32522352,878,5
2,30277579,871,1
2,30277579,851,2
2,30277579,917,3
2,30277579,923,4
2,30277579,916,5
2,30276630,934,1
2,30276630,856,2
2,30276630,926,3
2,30276630,921,4
2,30276630,876,5
2,28426582,903,1
2,28426582,893,2
2,28426582,918,3
2,28426581,892,1
2,28426581,901,2
2,28426581,908,3
2,28426581,882,4
2,28165547,903,1
2,28165547,889,2
2,28165547,883,3
2,28165547,923,4
2,27907681,888,1
2,27907681,898,2
2,27907681,884,3
2,27907681,906,4
2,27884101,901,1
2,27884101,896,2
2,27884101,903,3
2,27884101,881,4
2,27884101,895,5
2,26221257,905,1
2,26221257,882,2
2,26221257,916,3
2,23372444,911,1
2,23372444,918,2
2,23372444,921,3
2,23372444,913,4
2,23372444,895,5
2,23598208,892,1
2,23598208,904,2
2,23598208,893,3
2,23598208,897,4
2,23598208,909,5
2,23598208,917,6
2,23598208,895,7
2,23598208,882,8
2,23598208,905,9
2,23808416,897,1
2,23808416,907,2
2,23808416,899,3
2,23808416,904,4
2,27195409,894,1
2,27195409,910,2
2,27195409,917,3
2,27195409,920,4
2,27195410,892,1
2,27195410,908,2
2,27195410,915,3
2,31184380,909,1
2,31184380,892,2
2,31184380,919,3
2,31184380,913,4
2,31184379,912,1
2,31184379,916,2
2,31184379,922,3
2,31184379,895,4
2,30712001,896,1
2,30712001,904,2
2,30712001,923,3
2,30712001,909,4
2,30342173,909,1
2,30342173,916,2
2,30342173,894,3
2,30342173,919,4
2,30342173,893,5
2,30338733,910,1
2,30338733,907,2
2,30338729,924,1
2,30338729,902,2
2,30338729,923,3
2,30338729,914,4
2,30338729,894,5
2,30335816,911,1
2,30335816,901,2
2,30335816,885,3
2,30335816,886,4
2,30335816,908,5
2,30058788,903,1
2,30058788,887,2
2,30058788,913,3
2,29906436,921,1
2,29906436,896,2
2,29906436,911,3
2,29906436,902,4
2,29906436,895,5
2,29658467,906,1
2,29658467,892,2
2,29658467,879,3
2,29658466,886,1
2,29658466,912,2
2,29658466,896,3
2,29000584,911,1
2,29000584,886,2
2,29000584,892,3
2,29000584,901,4
2,29000584,885,5
2,29000578,902,1
2,29000578,894,2
2,29000578,888,3
2,29000577,895,1
2,29000577,913,2
2,29000577,921,3
2,29000577,912,4
2,27884033,899,1
2,27884033,912,2
2,27884033,911,3
2,27393178,886,1
2,27393178,913,2
2,27393178,902,3
2,25199190,905,1
2,25199139,894,1
2,25199139,921,2
2,25199139,910,3
2,32875547,919,1
2,32875547,925,2
2,32875547,908,3
2,32875547,920,4
2,32875547,906,5
2,27918190,890,1
2,27918190,916,2
2,27918190,919,3
2,27918190,905,4
2,27918190,879,5
2,27915029,888,1
2,27915029,914,2
2,27915029,917,3
2,27915029,903,4
2,27915029,877,5
2,27505298,891,1
2,27505298,917,2
2,27505298,920,3
2,27505298,906,4
2,27505298,880,5
2,32502425,913,1
2,32502425,925,2
2,32502425,894,3
2,32502425,887,4
2,32874742,892,1
2,32874742,918,2
2,32874742,893,3
2,32874742,888,4
2,32874742,895,5
2,32894326,920,1
2,32894326,894,2
2,32894326,895,3
2,32894326,890,4
2,32894326,897,5
2,23372408,897,1
2,23372408,905,2
2,28348825,905,1
2,28348825,897,2
2,30339873,905,1
2,30339873,917,2
2,29888456,900,1
2,29888456,908,2
2,30060519,906,1
2,30060519,898,2
2,29297682,895,1
2,29297682,903,2
2,29297681,901,1
2,29297681,909,2
2,27144587,898,1
2,27144587,906,2
2,32486677,915,1
2,32486677,934,2
2,32493682,916,1
2,32493682,935,2
2,23472589,880,1
2,23472589,903,2
2,23472589,890,3
2,23472589,906,4
2,23472589,891,5
2,23472589,898,6
2,23472589,886,7
2,23472589,905,8
2,23472589,893,9
2,23372393,893,1
2,23372393,880,2
2,23372393,906,3
2,23372393,887,4
2,23372393,876,5
2,23372393,822,6
2,23372393,891,7
2,23372393,895,8
2,23372393,898,9
2,23372393,898,10
2,23372393,890,11
2,23372393,903,12
2,23372394,870,1
2,23372394,907,2
2,23372394,892,3
2,23372394,877,4
2,29844054,903,1
2,29844054,896,2
2,29844054,911,3
2,29844054,885,4
2,29844054,903,5
2,29871492,879,1
2,29871492,891,2
2,29871492,888,3
2,29871492,878,4
2,29871492,904,5
2,29887988,870,1
2,29887988,881,2
2,29887988,882,3
2,29887988,899,4
2,29887988,877,5
2,30107552,884,1
2,30107552,910,2
2,30107552,888,3
2,30107552,880,4
2,30107552,902,5
2,30339827,912,1
2,30339827,875,2
2,30339827,886,3
2,30339827,887,4
2,30339827,882,5
2,30716561,873,1
2,30716561,885,2
2,30716561,910,3
2,30716561,884,4
2,30716561,880,5
2,32502430,885,1
2,32502430,911,2
2,32502430,895,3
2,32502430,891,4
2,32502430,898,5
2,32502430,886,6
2,27956875,906,1
2,27956875,881,2
2,27956875,880,3
2,27956875,877,4
2,32896303,885,1
2,32896303,880,2
2,32896303,910,3
2,32896303,884,4
2,32896303,873,5
2,23598005,896,1
2,23598005,902,2
2,23598005,885,3
2,23598005,897,4
2,23598005,919,5
2,24900781,901,1
2,24900781,902,2
2,24900781,927,3
2,24900781,916,4
2,24900781,911,5
2,24900782,891,1
2,24900782,925,2
2,24900782,902,3
2,24900782,903,4
2,24900782,908,5
2,24900782,928,6
2,25142068,901,1
2,25142068,889,2
2,25142068,923,3
2,25142068,906,4
2,25142068,900,5
2,25145213,913,1
2,25145213,896,2
2,25145213,921,3
2,25145213,895,4
2,25145214,894,1
2,25145214,895,2
2,25145214,920,3
2,25145214,912,4
2,25145214,829,5
2,25145215,922,1
2,25145215,897,2
2,25145215,896,3
2,25145215,914,4
2,25145216,893,1
2,25145216,919,2
2,25145216,911,3
2,25145216,904,4
2,25145217,895,1
2,25145217,906,2
2,25145217,921,3
2,25145217,913,4
2,27435528,894,1
2,27435528,920,2
2,28125037,927,1
2,28125037,901,2
2,28125037,930,3
2,28125037,905,4
2,28125037,916,5
2,29652137,925,1
2,29652137,903,2
2,29652137,914,3
2,29652137,917,4
2,29652137,899,5
2,29652137,912,6
2,29754424,909,1
2,29754424,898,2
2,29754424,894,3
2,29754424,920,4
2,29754424,912,5
2,29857237,894,1
2,29857237,898,2
2,29857237,920,3
2,29857237,912,4
2,29857237,850,5
2,30338888,915,1
2,30338888,926,2
2,30338888,900,3
2,30338888,922,4
2,30342168,894,1
2,30342168,898,2
2,30342168,924,3
2,30342168,901,4
2,30342168,899,5
2,30342162,885,1
2,30342162,896,2
2,30342162,902,3
2,30342162,897,4
2,30342162,919,5
2,30340208,899,1
2,30340208,924,2
2,30340208,924,3
2,30340208,898,4
2,30339871,901,1
2,30339871,896,2
2,30339871,926,3
2,30339871,900,4
2,30339871,903,5
2,30712002,902,1
2,30712002,903,2
2,30712002,928,3
2,30712002,905,4
2,30712002,898,5
2,31005108,904,1
2,31005108,929,2
2,31005108,903,3
2,31856361,915,1
2,31856361,901,2
2,31856361,913,3
2,27436189,896,1
2,27436189,922,2
2,29643149,916,1
2,29643149,878,2
2,29643149,904,3
2,29643148,918,1
2,29643148,880,2
2,29643148,906,3
2,28225514,887,1
2,28225514,903,2
2,28225514,897,3
2,31156389,909,1
2,31156389,909,2
2,31151480,907,1
2,30825156,899,1
2,30825156,888,2
2,30716660,905,1
2,30716660,919,2
2,30716660,906,3
2,30716660,905,4
2,30716659,921,1
2,30712207,917,1
2,30712207,913,2
2,30712207,910,3
2,30712207,903,4
2,30339997,857,1
2,29888299,908,1
2,28460590,910,1
2,28460590,896,2
2,28460590,896,3
2,28460590,912,4
2,28401047,905,1
2,28401047,907,2
2,28120529,908,1
2,32874568,875,1
2,32874568,889,2
2,32874568,901,3
2,23371798,858,1
2,23371798,871,2
2,23371798,882,3
2,23371798,890,4
2,23371798,864,5
2,23371798,877,6
2,23371798,874,7
2,27144594,861,1
2,27144594,867,2
2,27144594,881,3
2,27144594,896,4
2,27144594,878,5
2,27278753,881,1
2,27278753,881,2
2,27278753,868,3
2,27278753,903,4
2,27278753,875,5
2,27278753,874,6
2,27278753,900,7
2,27278753,896,8
2,32874823,897,1
2,32874823,911,2
2,32874823,910,3
2,32874823,916,4
2,32874823,928,5
2,32502419,879,1
2,32502419,891,2
2,32502419,883,3
2,32502419,879,4
2,32502419,882,5
2,32502419,883,6
2,32493597,875,1
2,32493597,868,2
2,32493597,862,3
2,32493597,894,4
2,32493597,882,5
2,32493597,875,6
2,32493597,897,7
2,32482453,871,1
2,32482453,878,2
2,32482453,885,3
2,32482453,900,4
2,32482453,865,5
2,32482453,878,6
2,32482453,897,7
2,27539000,907,1
2,27539000,889,2
2,27539000,902,3
2,27539000,843,4
2,27539000,879,5
2,27539000,911,6
2,27539000,889,7
2,27433365,891,1
2,27433365,895,2
2,27433365,876,3
2,27433365,863,4
2,27433365,876,5
2,27433365,898,6
2,27433365,870,7
2,27433365,869,8
2,27144585,877,1
2,27144585,884,2
2,27144585,865,3
2,27144585,899,4
2,27144585,903,5
2,27144585,877,6
2,27144585,881,7
2,27144585,881,8
2,27144585,881,9
2,23466569,884,1
2,23466569,887,2
2,23466569,877,3
2,23466569,877,4
2,23466569,903,5
2,32894339,905,1
2,32894339,907,2
2,32894339,909,3
2,32894335,894,1
2,32894335,869,2
2,32894335,880,3
2,32894335,898,4
2,32894334,909,1
2,32894334,870,2
2,32894334,887,3
2,32894332,914,1
2,32894332,910,2
2,32874826,909,1
2,32874826,915,2
2,32874826,895,3
2,32502431,901,1
2,32502431,890,2
2,32502431,875,3
2,32502428,894,1
2,32502428,907,2
2,32502428,888,3
2,31032472,920,1
2,31032472,898,2
2,31032472,918,3
2,30716578,918,1
2,30716578,913,2
2,30716578,906,3
2,30716578,932,4
2,30716578,934,5
2,30716578,930,6
2,30712202,911,1
2,30712202,913,2
2,30710028,926,1
2,30710028,905,2
2,30709932,908,1
2,30709932,917,2
2,30709873,936,1
2,30709873,932,2
2,30709873,920,3
2,30709873,915,4
2,30709873,908,5
2,30709873,934,6
2,30453322,867,1
2,30453322,916,2
2,30174543,901,1
2,30174543,917,2
2,30108910,913,1
2,30108910,914,2
2,30108910,922,3
2,30108910,894,4
2,30108910,914,5
2,30108910,868,6
2,30108910,907,7
2,30108910,848,8
2,30108910,926,9
2,29888036,866,1
2,29888036,907,2
2,29888036,921,3
2,29888036,929,4
2,29888036,921,5
2,29888036,901,6
2,29888036,855,7
2,29888036,875,8
2,29888036,920,9
2,29658761,900,1
2,29658761,914,2
2,29658761,916,3
2,29655068,909,1
2,29655068,916,2
2,29655068,918,3
2,29504799,905,1
2,29504799,920,2
2,29504799,898,3
2,27791378,890,1
2,27791378,895,2
2,27791378,892,3
2,27578126,887,1
2,27578126,896,2
2,27578126,899,3
2,27436177,890,1
2,27436177,907,2
2,27436177,899,3
2,27436177,890,4
2,27436177,897,5
2,24980065,903,1
2,24980065,903,2
2,24980065,919,3
2,24980065,910,4
2,24980065,929,5
2,32964275,861,1
2,32964275,871,2
2,32964275,868,3
2,32964275,855,4
2,32875025,904,1
2,32875025,885,2
2,32875025,907,3
2,32874744,882,1
2,32874744,886,2
2,32492438,897,1
2,32492438,890,2
2,30339996,895,1
2,30339996,875,2
2,30339996,881,3
2,30339996,907,4
2,30339748,887,1
2,30339748,875,2
2,30339748,875,3
2,30339747,882,1
2,30339747,855,2
2,29897677,905,1
2,29897677,864,2
2,29897677,879,3
2,29897674,890,1
2,29897674,872,2
2,27528856,895,1
2,27528856,891,2
2,27528856,877,3
2,27505282,883,1
2,27505282,873,2
2,27436176,901,1
2,27436176,901,2
2,27343781,884,1
2,27343781,886,2
2,27324088,875,1
2,27324088,885,2
2,27324088,869,3
2,32875210,886,1
2,32875210,895,2
2,32875210,907,3
2,32875209,881,1
2,32875209,897,2
2,32875209,888,3
2,32875209,895,4
2,32491270,870,1
2,32491270,892,2
2,30716564,906,1
2,30711926,883,1
2,30711926,887,2
2,30711926,905,3
2,30342539,898,1
2,30342539,893,2
2,30342539,920,3
2,30339938,911,1
2,30339938,884,2
2,30339938,889,3
2,30206336,905,1
2,30206336,914,2
2,30206336,889,3
2,30206336,915,4
2,29888457,894,1
2,29504794,881,1
2,29504794,895,2
2,29504794,888,3
2,29504794,897,4
2,29504794,875,5
2,29504790,890,1
2,29504790,881,2
2,29504790,874,3
2,29504790,888,4
2,29504790,868,5
2,29504782,879,1
2,29504782,884,2
2,29504782,896,3
2,29504782,888,4
2,29504781,915,1
2,29504781,881,2
2,29504781,891,3
2,29504781,895,4
2,26129976,897,1
2,26129976,883,2
2,26129976,890,3
2,26129976,899,4
2,26129976,905,5
2,25190155,887,1
2,25190155,893,2
2,25190155,894,3
2,25190155,896,4
2,25190155,908,5
2,24900775,894,1
2,24900775,899,2
2,24900775,896,3
2,24900775,902,4
2,24900775,848,5
2,24900775,829,6
2,24900775,825,7
2,24900775,839,8
2,24900775,880,9
2,24900775,887,10
2,24900775,849,11
2,24900775,893,12
2,24900775,898,13
2,24900773,888,1
2,24900773,895,2
2,24900773,909,3
2,24900773,909,4
2,24900773,900,5
2,24900773,897,6
2,24900773,881,7
2,24900773,888,8
2,24566911,883,1
2,24566911,890,2
2,24566911,902,3
2,24566911,892,4
2,23599701,886,1
2,23599701,847,2
2,23599701,840,3
2,23599701,895,4
2,23599701,888,5
2,23599701,892,6
2,23599701,837,7
2,23599701,901,8
2,23599701,905,9
2,23599701,886,10
2,23599701,898,11
2,23371951,893,1
2,23371951,900,2
2,23371951,922,3
2,23371951,900,4
2,23371951,902,5
2,23371948,886,1
2,23371948,879,2
2,23371948,893,3
2,23371948,895,4
2,23371948,879,5
2,23371938,907,1
2,23371938,897,2
2,23371938,888,3
2,23371938,864,4
2,23371938,881,5
2,23371938,888,6
2,23371938,893,7
2,23371938,888,8
2,23371938,903,9
2,23371938,881,10
2,23371935,878,1
2,23371935,896,2
2,23371935,908,3
2,23371935,910,4
2,23371935,843,5
2,23371935,905,6
2,23371935,900,7
2,23371935,891,8
2,23371935,908,9
2,23371935,888,10
2,23371935,891,11
2,23371935,904,12
2,23371935,910,13
2,23371935,906,14
2,23371935,895,15
2,23371935,884,16
2,23371935,910,17
2,30342169,911,1
2,30342169,899,2
2,30342169,896,3
2,30340212,899,1
2,30340212,902,2
2,30340212,890,3
2,30338357,905,1
2,30338357,889,2
2,30338357,887,3
2,30336507,906,1
2,30336507,879,2
2,29658760,908,1

2,29654446,939,1
2,29654446,930,2
2,29654446,912,3
2,27529461,892,1
2,27529461,906,2
2,27529461,909,3
2,27528859,920,1
2,27528859,910,2
2,27505314,915,1
2,27505314,923,2
2,27505314,914,3
2,27505314,908,4
2,27505314,925,5
2,30174545,906,1
2,30174545,892,2
2,30154873,907,1
2,30154873,914,2
2,30154873,911,3
2,29965454,916,1
2,29965454,913,2
2,29965454,895,3
2,29654821,918,1
2,29654821,897,2
2,29504801,896,1
2,29504801,920,2
2,29504801,909,3
2,29504801,896,4
2,29504798,913,1
2,29504798,892,2
2,29504798,904,3
2,26554111,892,1
2,26554111,898,2
2,26554111,905,3
2,26554111,917,4
2,26554111,920,5
2,26554111,910,6
2,26554111,910,7
2,26554111,904,8
2,25534802,875,1
2,25534802,886,2
2,25534802,887,3
2,25534802,912,4
2,25534802,914,5
2,25533615,884,1
2,25533615,872,2
2,25533615,909,3
2,25533615,883,4
2,25533615,911,5